"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Prie Ąžuoliuko"	"prie-auoliuko"	"pikniks"	"neparbaudits"	"54.3801982695"	"25.3615723069"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Salcininkumiskuuredija/Puslapiai/PrieĄžuoliuko.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Salcininkumiskuuredija/Puslapiai/PrieĄžuoliuko.aspx"">valstybiniaimiskai.lt</a>"		
"Gaujos mokomasis"	"gaujos-mokomasis"	"taka"	"neparbaudits"	"54.1787664283"	"25.6595113899"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Salcininkumiskuuredija/Puslapiai/Gaujosmokomasis.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Salcininkumiskuuredija/Puslapiai/Gaujosmokomasis.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė Lukšių girininkijoje"	"poilsiaviete-luksiu-girininkijoje"	"pikniks"	"neparbaudits"	"55.9904728058"	"23.1546566889"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėLukšiųgirininkijoje.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėLukšiųgirininkijoje.aspx"">valstybiniaimiskai.lt</a>"		
"Dviračių takas"	"dviraiu-takas"	"taka"	"neparbaudits"	"55.8467862244"	"23.1275273079"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Dviračiųtakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Dviračiųtakas.aspx"">valstybiniaimiskai.lt</a>"		
"Gruzdžių g-jos poilsiavietė"	"gruzdiu-g-jos-poilsiaviete"	"pikniks"	"neparbaudits"	"56.0257273774"	"23.2695170861"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Gruzdžiųg-jospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Gruzdžiųg-jospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė Gruzdžių g-joje"	"poilsiaviete-gruzdiu-g-joje"	"pikniks"	"neparbaudits"	"56.0230114658"	"23.109127884"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėGruzdžiųg-joje2.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėGruzdžiųg-joje2.aspx"">valstybiniaimiskai.lt</a>"		
"Gruzdžių - Ringuvos poilsiavietė"	"gruzdiu-ringuvos-poilsiaviete"	"pikniks"	"neparbaudits"	"56.0111442839"	"23.0906709082"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Gruzdžių-Ringuvospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Gruzdžių-Ringuvospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Medžiotojų poilsiavietė"	"mediotoju-poilsiaviete"	"pikniks"	"neparbaudits"	"56.0257273774"	"23.2695170861"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Medžiotojųpoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Medžiotojųpoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Vainagių medelyno poilsiavietė"	"vainagiu-medelyno-poilsiaviete"	"pikniks"	"neparbaudits"	"55.8063142535"	"22.9979699123"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Vainagiųmedelynopoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Vainagiųmedelynopoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Poilsiavietė Kurtuvėnų girininkijoje"	"poilsiaviete-kurtuvenu-girininkijoje"	"pikniks"	"neparbaudits"	"55.8451932453"	"23.1092232012"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėKurtuvėnųgirininkijoje.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėKurtuvėnųgirininkijoje.aspx"">valstybiniaimiskai.lt</a>"		
"Kurtuvėnų girininkijos atokvėpio vieta"	"kurtuvenu-girininkijos-atokvepio-vieta"	"pikniks"	"neparbaudits"	"55.8421758777"	"23.0960442176"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Kurtuvėnųgirininkijospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/Kurtuvėnųgirininkijospoilsiavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Kurtuvenų girininkijos atokvėpio vieta"	"kurtuvenu-girininkijos-atokvepio-vieta-1"	"pikniks"	"neparbaudits"	"55.8377763745"	"23.0917678312"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėKurtuvėnųgirininkijoje1.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Siauliumiskuuredija/Puslapiai/PoilsiavietėKurtuvėnųgirininkijoje1.aspx"">valstybiniaimiskai.lt</a>"		
"Kintų girininkijos pažintinės rekreacijos takas"	"kintu-girininkijos-paintines-rekreacijos-takas"	"taka"	"neparbaudits"	"55.3740130846"	"21.2193785076"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Kintųgirininkijospažintinėsrekreacijostakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Kintųgirininkijospažintinėsrekreacijostakas.aspx"">valstybiniaimiskai.lt</a>"		
"Norkaičių stovyklavietė"	"norkaiiu-stovyklaviete"	"pikniks"	"neparbaudits"	"55.4448066304"	"21.4909700036"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Norkaičiųstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Norkaičiųstovyklavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Šilutės poilsavietė"	"silutes-poilsaviete"	"pikniks"	"neparbaudits"	"55.3574025332"	"21.5128665599"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Šilutėspoilsavietė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Šilutėspoilsavietė.aspx"">valstybiniaimiskai.lt</a>"		
"Rambyno poilsiavietė"	"rambyno-poilsiaviete"	"pikniks"	"neparbaudits"	"55.0796925041"	"22.0441256016"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/R.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/R.aspx"">valstybiniaimiskai.lt</a>"		
"Aukštumalos pažintinis takas"	"aukstumalos-paintinis-takas"	"taka"	"neparbaudits"	"55.3819086684"	"21.3629298632"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Aukštumalospažintinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Aukštumalospažintinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Žalgirių pažintinis ekologinis takas"	"algiriu-paintinis-ekologinis-takas"	"taka"	"neparbaudits"	"55.314960432"	"21.4341448055"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Žalgiriųpažintinisekologinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/Silutesmiskuuredija/Puslapiai/Žalgiriųpažintinisekologinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Pušų paunksmė"	"pusu-paunksme"	"pikniks"	"neparbaudits"	"54.8031429808"	"23.6436840383"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Pušųpaunksmė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Pušųpaunksmė.aspx"">valstybiniaimiskai.lt</a>"		
"Skruzdžių kalnelis"	"skruzdiu-kalnelis"	"pikniks"	"neparbaudits"	"54.8024644115"	"23.6420880134"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Skruzdžiųkalnelis.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Skruzdžiųkalnelis.aspx"">valstybiniaimiskai.lt</a>"		
"Rekreacinis poilsinis takas"	"rekreacinis-poilsinis-takas"	"taka"	"neparbaudits"	"54.8020183342"	"23.643165124"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Rekreacinispoilsinistakas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Rekreacinispoilsinistakas.aspx"">valstybiniaimiskai.lt</a>"		
"Paskarlupiai"	"paskarlupiai"	"pikniks"	"neparbaudits"	"54.8270787967"	"23.4371563201"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Paskarlupiai.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Paskarlupiai.aspx"">valstybiniaimiskai.lt</a>"		
"Ragavynas"	"ragavynas"	"pikniks"	"neparbaudits"	"54.8563405721"	"23.4289462647"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Ragavynas.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Ragavynas.aspx"">valstybiniaimiskai.lt</a>"		
"Smuklė"	"smukle"	"pikniks"	"neparbaudits"	"54.8474371067"	"23.3657143246"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Smuklė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Smuklė.aspx"">valstybiniaimiskai.lt</a>"		
"Stovyklavietė Šaltinėlis"	"stovyklaviete-saltinelis"	"pikniks"	"neparbaudits"	"54.8268701896"	"23.4445360218"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Stovyklavietė„Šaltinėlis"".aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Stovyklavietė„Šaltinėlis"".aspx"">valstybiniaimiskai.lt</a>"		
"Grybynė"	"grybyne"	"pikniks"	"neparbaudits"	"54.7431504088"	"23.5845111084"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Grybynė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Grybynė.aspx"">valstybiniaimiskai.lt</a>"		
"Kajackų"	"kajacku"	"pikniks"	"neparbaudits"	"54.7937452639"	"23.597863062"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Kajackų.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Kajackų.aspx"">valstybiniaimiskai.lt</a>"		
"Lapkalnis"	"lapkalnis"	"pikniks"	"parbaudits"	"54.7488275607"	"23.6083890482"	"Plaša vieta ar soliem, šūpolēm, tualeti un lapeni. Lietuvas valsts mežu objekts."	"A big space with a swing, toiled, fire pit, covered picnic booth and place for a few tents. Lithuanian state forest managed site"		"2015-07-09"		"<p>Pla&scaron;a vieta ar soliem, &scaron;ūpolēm, tualeti, ugunskura vietu un lapeni. Lapenē gan visai tum&scaron;s. Atrodas ceļa malā, taču ceļ&scaron; ļoti nomaļ&scaron; un netraucē. Telti būvēt var, pa&scaron;i to pārbaudījām. Vairāk info&nbsp;<a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Lapkalnis.aspx"">valstybiniaimiskai.lt</a></p>"	"<p>More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Lapkalnis.aspx"">valstybiniaimiskai.lt</a></p>"	"http://dodies.lv/img/image/lietuva/img_2442.jpg"	"http://dodies.lv/img/image/lietuva/img_2442-600x332.jpg"
"Marackų"	"maracku"	"pikniks"	"neparbaudits"	"54.7893776741"	"23.5922157094"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Marackų.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Marackų.aspx"">valstybiniaimiskai.lt</a>"		
"Pliekaplynė"	"pliekaplyne"	"pikniks"	"neparbaudits"	"54.7470817912"	"23.5679135882"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Pliekaplynė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Pliekaplynė.aspx"">valstybiniaimiskai.lt</a>"		
"Sengirė"	"sengire"	"pikniks"	"neparbaudits"	"54.7664583266"	"23.5953365397"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Sengirė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Sengirė.aspx"">valstybiniaimiskai.lt</a>"		
"Vilkstaugis"	"vilkstaugis"	"pikniks"	"neparbaudits"	"54.7537059473"	"23.6082332258"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Vilkstaugis.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Vilkstaugis.aspx"">valstybiniaimiskai.lt</a>"		
"Užuovėja"	"uuoveja"	"pikniks"	"neparbaudits"	"54.7625554224"	"23.4465824483"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Užuovėja.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Užuovėja.aspx"">valstybiniaimiskai.lt</a>"		
"Gyvatinė"	"gyvatine"	"pikniks"	"neparbaudits"	"54.7302692"	"23.5041263851"	"Lietuvas valsts mežu objekts"	"Lithuanian state forest managed site"				"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Gyvatinė.aspx"">valstybiniaimiskai.lt</a>"	"More details in their official webpage <a href=""http://www.valstybiniaimiskai.lt/lt/RekreaciniaiObjektai/KazluRudosmokomojimiskuuredija/Puslapiai/Gyvatinė.aspx"">valstybiniaimiskai.lt</a>"		
